handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_740fc220-3983-1c9c-ce09-37eea617ef3f,Product,Trulock's 2020,"<p>In August 2020, I was driving cross country solo. Midafternoon, I pulled off to find gas - and found this station instead. It reminded me of Edward Hopper’s famous “Gas” at the Museum of Modern Art in New York. Also, my father worked for Texaco for almost twenty years.</p>",b805ce_cf290f042c1a48218a5d39d6001183e4~mv2.jpg,Cityscapes,,,200.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,"18"" X 12"";24"" X 16"";36"" X 24"";45"" X 30"";60"" X 40"";72"" X 48""",,,,,,,,,,,,,,,,Ordering,"<p>This image is printed on ChromaLuxe gloss white aluminum. Fabrication and shipping takes 10-14 days. Shipping is included.</p>
",,,,,,,,,,,,,,,,,
product_740fc220-3983-1c9c-ce09-37eea617ef3f,Variant,,,,,,,,110.0,true,,,InStock,1.6,110.0,,,"24"" X 16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_740fc220-3983-1c9c-ce09-37eea617ef3f,Variant,,,,,,,,,true,,,InStock,0.9,77.0,,,"18"" X 12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_740fc220-3983-1c9c-ce09-37eea617ef3f,Variant,,,,,,,,2500.0,true,,,InStock,15.1,1171.0,,,"72"" X 48""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_740fc220-3983-1c9c-ce09-37eea617ef3f,Variant,,,,,,,,460.0,true,,,InStock,3.8,299.0,,,"36"" X 24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_740fc220-3983-1c9c-ce09-37eea617ef3f,Variant,,,,,,,,1650.0,true,,,InStock,10.5,840.0,,,"60"" X 40""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_740fc220-3983-1c9c-ce09-37eea617ef3f,Variant,,,,,,,,850.0,true,,,InStock,5.9,368.0,,,"45"" X 30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e92084a1-1796-d567-4a80-3ceb304e94b5,Product,Ebey 2024,"<p>I was fortunate to discover Ebey’s Landing on Whidbey Island on my first trip there, and it remains a beautiful place to observe the Salish Sea, from the beach or the bluffs. This was a magnificent autumn day – windy and warmer than it looks.</p>",b805ce_099ab2f6ff1941f1816ed392c1fec69e~mv2.jpg,Seascapes,,,200.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,"18"" X 12"";24"" X 16"";36"" X 24"";45"" X 30"";60"" X 40"";72"" X 48""",,,,,,,,,,,,,,,,Ordering,"<p>This image is printed on ChromaLuxe gloss white aluminum. Fabrication and shipping takes 10-14 days. Shipping is included.</p>
",,,,,,,,,,,,,,,,,
product_e92084a1-1796-d567-4a80-3ceb304e94b5,Variant,,,,,,,,2500.0,true,,,InStock,15.1,1171.0,,,"72"" X 48""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e92084a1-1796-d567-4a80-3ceb304e94b5,Variant,,,,,,,,850.0,true,,,InStock,5.9,368.0,,,"45"" X 30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e92084a1-1796-d567-4a80-3ceb304e94b5,Variant,,,,,,,,,true,,,InStock,0.9,77.0,,,"18"" X 12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e92084a1-1796-d567-4a80-3ceb304e94b5,Variant,,,,,,,,110.0,true,,,InStock,1.6,110.0,,,"24"" X 16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e92084a1-1796-d567-4a80-3ceb304e94b5,Variant,,,,,,,,1650.0,true,,,InStock,10.5,840.0,,,"60"" X 40""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e92084a1-1796-d567-4a80-3ceb304e94b5,Variant,,,,,,,,460.0,true,,,InStock,3.8,299.0,,,"36"" X 24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_86cfd1e2-23ef-7dab-98be-9617572bce91,Product,Sequim 2022,"<p>In August 2022, we spent several days staying in Sequim, Washington on the Olympic Peninsula while visiting Olympic National Park. Sequim is one of the sunniest spots on the Pacific Northwest - outside the “rain shadow” of the mountains and known for it’s lavender fields and ocean views. This station sits just east of downtown. And since my father worked for Texaco for almost twenty years, it was an obvious subject.<br>&nbsp;</p>",cf00bd_e08f4d5be62c40d69ea041d603e57fd2~mv2.jpg,Cityscapes,,,200.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,"18"" X 12"";24"" X 16"";36"" X 24"";45"" X 30"";60"" X 40"";72"" X 48""",,,,,,,,,,,,,,,,Ordering,"<p>This image is printed on ChromaLuxe gloss white aluminum. Fabrication and shipping takes 10-14 days. Shipping is included.</p>
",,,,,,,,,,,,,,,,,
product_86cfd1e2-23ef-7dab-98be-9617572bce91,Variant,,,,,,,,110.0,true,,,InStock,1.6,110.0,,,"24"" X 16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_86cfd1e2-23ef-7dab-98be-9617572bce91,Variant,,,,,,,,,true,,,InStock,0.9,77.0,,,"18"" X 12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_86cfd1e2-23ef-7dab-98be-9617572bce91,Variant,,,,,,,,1650.0,true,,,InStock,10.5,840.0,,,"60"" X 40""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_86cfd1e2-23ef-7dab-98be-9617572bce91,Variant,,,,,,,,460.0,true,,,InStock,3.8,299.0,,,"36"" X 24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_86cfd1e2-23ef-7dab-98be-9617572bce91,Variant,,,,,,,,850.0,true,,,InStock,5.9,368.0,,,"45"" X 30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_86cfd1e2-23ef-7dab-98be-9617572bce91,Variant,,,,,,,,2500.0,true,,,InStock,15.1,1171.0,,,"72"" X 48""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
